Track Name,Artist,Streams
Six Feet Under,The Weeknd,2419147
Don't Let Me Down,The Chainsmokers,2402845
pick up the phone,Young Thug,2385552
Needed Me,Rihanna,2372277
Just Hold On,Steve Aoki,2366651
Treat You Better,Shawn Mendes,2340498
Sidewalks,The Weeknd,2321664
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2272394
Immortal,J. Cole,2194654
Redbone,Childish Gambino,2175894
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2102278
All Time Low,Jon Bellion,2073078
Panda,Desiigner,2064963
Some Kind Of Drug,G-Eazy,2007331
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1995424
Work,Rihanna,1969886
Now and Later,Sage The Gemini,1951897
Low Life,Future,1896260
Cheap Thrills,Sia,1895573
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1894425
Used to This,Future,1890971
Into You,Ariana Grande,1874910
Chantaje (feat. Maluma),Shakira,1860023
Ride,Twenty One Pilots,1859241
All Night,The Vamps,1845885
Love On The Brain,Rihanna,1843366
goosebumps,Travis Scott,1833069
Reminder,The Weeknd,1829110
Weak,AJR,1823119
This Is What You Came For,Calvin Harris,1820016
No Role Modelz,J. Cole,1814343
Jumpman,Drake,1813853
Make Me (Cry),Noah Cyrus,1788273
Money Longer,Lil Uzi Vert,1767920
Change,J. Cole,1739684
"i hate u, i love u (feat. olivia o'brien)",gnash,1710840
Too Many Years,Kodak Black,1706940
Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1705908
Die For You,The Weeknd,1689769
The Mack,Nevada,1684361
Sunset Lover,Petit Biscuit,1676121
Don't,Bryson Tiller,1652261
Never Be Like You,Flume,1651935
White Iverson,Post Malone,1651702
Selfish,PnB Rock,1649780
Juju On That Beat (TZ Anthem),Zay Hilfigerrr,1629704
Erase Your Social,Lil Uzi Vert,1617327
Exchange,Bryson Tiller,1612036
Water,Ugly God,1605966
Come and See Me (feat. Drake),PARTYNEXTDOOR,1603648
Stressed Out,Twenty One Pilots,1588712
Moves,Big Sean,1577217
Water Under the Bridge,Adele,1570560
Congratulations,Post Malone,1565952
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1555996
Light,San Holo,1539741
Setting Fires,The Chainsmokers,1534937
One Night,Lil Yachty,1526899
Too Much Sauce,DJ Esco,1523264
All Time Low,Jon Bellion,1508954
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1506973
"Me, Myself & I",G-Eazy,1499613
Love Yourself,Justin Bieber,1492066
No Flockin,Kodak Black,1486114
Send My Love (To Your New Lover),Adele,1458924
Lot to Learn,Luke Christopher,1457330
Deja Vu,Post Malone,1449709
I Would Like,Zara Larsson,1443086
Litty (feat. Tory Lanez),Meek Mill,1428281
That's What I Like,Bruno Mars,1426314
True Colors,The Weeknd,1392501
Gold,Kiiara,1392159
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1370282
Father Stretch My Hands Pt. 1,Kanye West,1359209
Secrets,The Weeknd,1357574
Lighthouse - Andrelli Remix,Hearts & Colors,1346814
This Town,Niall Horan,1337852
I Got You,Bebe Rexha,1324870
Gassed Up,Nebu Kiniza,1316848
The Hills,The Weeknd,1314904
Shed a Light,Robin Schulz,1314763
Pop Style,Drake,1308555
PILLOWTALK,ZAYN,1302358
Rockin’,The Weeknd,1292313
Living Single,Big Sean,1289108
By Your Side,Jonas Blue,1272787
Roses,The Chainsmokers,1271131
Not Going Home,DVBBS,1252783
My Shit,A Boogie Wit da Hoodie,1250894
Both (feat. Drake),Gucci Mane,1244566
She's Mine Pt. 1,J. Cole,1239589
What They Want,Russ,1236441
7 Years,Lukas Graham,1231010
Capsize,FRENSHIP,1223974
Timeless (DJ SPINKING),A Boogie Wit da Hoodie,1223119
For Whom The Bell Tolls,J. Cole,1209823
Black Barbies,Nicki Minaj,1203632
Famous,Kanye West,1203339
Party,Chris Brown,1203313
Let Me Explain,Bryson Tiller,1203303
Sorry,Justin Bieber,1200409
4 Your Eyez Only,J. Cole,1198722
Cake By The Ocean,DNCE,1198196
Uber Everywhere,MadeinTYO,1196926
Ville Mentality,J. Cole,1195946
Somebody Else,VÉRITÉ,1188181
You & Me,Marc E. Bassy,1180939
Go Flex,Post Malone,1178420
Say It (feat. Tove Lo),Flume,1176800
Hotline Bling,Drake,1173442
My Way,Calvin Harris,1165966
Hymn for the Weekend - Seeb Remix,Coldplay,1161968
oui,Jeremih,1154979
Tiimmy Turner,Desiigner,1153514
Still Here,Drake,1138947
Solo Dance,Martin Jensen,1135824
The Greatest,Sia,1135516
All I Know,The Weeknd,1125001
Good Drank,2 Chainz,1121693
False Alarm,The Weeknd,1114937
How Far I'll Go,Auli'i Cravalho,1106252
Baptized In Fire,Kid Cudi,1104704
Wyclef Jean,Young Thug,1100950
Blue Ain't Your Color,Keith Urban,1097211
Do What I Want,Lil Uzi Vert,1088857
Foldin Clothes,J. Cole,1084490
Attention,The Weeknd,1072547
Hear Me Now,Alok,1069787
Oh Lord,MiC LOWRY,1062440
LUV,Tory Lanez,1055938
Dynamite (feat. Pretty Sister),Nause,1044694
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,1044681
Ophelia,The Lumineers,1044290
My House,Flo Rida,1040529
Really Really,Kevin Gates,1038557
Middle,DJ Snake,1037663
No Type,Rae Sremmurd,1034776
Antidote,Travis Scott,1030659
Wake Up Where You Are,State of Sound,1029544
'Till I Collapse,Eminem,1025946
Taped up Heart (feat. Clara Mae),KREAM,1023319
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1022088
Wet Dreamz,J. Cole,1017185
Location,Khalid,1013332
Childs Play,Drake,1011375
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,1003473
Unsteady,X Ambassadors,1001054
Versace on the Floor,Bruno Mars,993041
Cake - Challenge Version,Flo Rida,992174
Let It Go,James Bay,992058
Ni**as In Paris,JAY Z,986745
Look Alive,Rae Sremmurd,985786
Castro,Yo Gotti,982286
Crazy Brazy,A$AP Mob,980402
She's Mine Pt. 2,J. Cole,978401
Seven Million (feat. Future),Lil Uzi Vert,976118
Miss You,James Hersey,973546
Hello,Adele,970330
H.O.L.Y.,Florida Georgia Line,968095
In My Feelings,Drake,19572713
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,15416204
Lucid Dreams,Juice WRLD,10949086
No Brainer,DJ Khaled,9800346
SAD!,XXXTENTACION,8753671
Taste (feat. Offset),Tyga,8725996
I Like It,Cardi B,8364343
Nonstop,Drake,7899287
Moonlight,XXXTENTACION,7448513
Eastside (with Halsey & Khalid),benny blanco,7078914
Better Now,Post Malone,7026472
God is a woman,Ariana Grande,6889408
Girls Like You (feat. Cardi B),Maroon 5,6800982
Yes Indeed,Lil Baby,6242225
Nice For What,Drake,5994266
God's Plan,Drake,5316122
Psycho (feat. Ty Dolla $ign),Post Malone,5030764
Don’t Matter To Me (with Michael Jackson),Drake,4856745
Youngblood,5 Seconds of Summer,4833253
I'm Upset,Drake,4805435
Jackie Chan,Tiësto,4699018
Jocelyn Flores,XXXTENTACION,4696417
All Girls Are The Same,Juice WRLD,4499373
changes,XXXTENTACION,4363488
Wasted (feat. Lil Uzi Vert),Juice WRLD,4337224
Body,Loud Luxury,4298739
Fuck Love (feat. Trippie Redd),XXXTENTACION,4179540
Look Alive (feat. Drake),BlocBoy JB,4063078
Mob Ties,Drake,4031214
rockstar (feat. 21 Savage),Post Malone,3931801
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,3889893
SWISH,Tyga,3813208
you should see me in a crown,Billie Eilish,3811438
One Day (feat. Ryan Tedder),Logic,3729827
Rise,Jonas Blue,3725241
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,3721330
Ocean (feat. Khalid),Martin Garrix,3668471
Boo'd Up,Ella Mai,3521600
Ball For Me (feat. Nicki Minaj),Post Malone,3414686
Summertime Magic,Childish Gambino,3408173
lovely (with Khalid),Billie Eilish,3357561
Te Boté - Remix,Nio Garcia,3355535
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,3313382
Solo (feat. Demi Lovato),Clean Bandit,3286384
I Fall Apart,Post Malone,3277363
High Hopes,Panic! At The Disco,3157121
Everybody Dies In Their Nightmares,XXXTENTACION,3124759
Plug Walk,Rich The Kid,3123413
no tears left to cry,Ariana Grande,3114437
Happy Now,Zedd,2942465
All Mine,Kanye West,2855078
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,2844459
Bed (feat. Ariana Grande),Nicki Minaj,2825927
Ric Flair Drip (& Metro Boomin),Offset,2781587
I Might Need Security,Chance the Rapper,2776251
APESHIT,The Carters,2769270
Love Lies (with Normani),Khalid,2757057
One Kiss (with Dua Lipa),Calvin Harris,2753741
JAPAN,Famous Dex,2728343
Born To Be Yours,Kygo,2654156
OTW,Khalid,2645650
Tequila,Dan + Shay,2624930
Mine,Bazzi,2621807
the remedy for a broken heart (why am I so in love),XXXTENTACION,2596573
Natural,Imagine Dragons,2576445
XO TOUR Llif3,Lil Uzi Vert,2569415
Hope,XXXTENTACION,2507406
This Is America,Childish Gambino,2502024
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2464805
Walk It Talk It,Migos,2463745
Candy Paint,Post Malone,2462218
Look At Me!,XXXTENTACION,2460331
Fr Fr (feat. Lil Skies),Wiz Khalifa,2452523
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,2381314
The Middle,Zedd,2353749
Simple,Florida Georgia Line,2346935
Sober,Demi Lovato,2265206
Shoota (feat. Lil Uzi Vert),Playboi Carti,2251189
Lust,Lil Skies,2226619
Legends,Juice WRLD,2220935
Lie,NF,2198512
In My Mind,Dynoro,2178485
Red Roses (feat. Landon Cube),Lil Skies,2167373
I'm a Mess,Bebe Rexha,2128642
Bigger Than You (feat. Drake & Quavo),2 Chainz,2091400
Lean Wit Me,Juice WRLD,2087817
Congratulations,Post Malone,2085408
Nowadays (feat. Landon Cube),Lil Skies,2077967
Can’t Take A Joke,Drake,2075545
HUMBLE.,Kendrick Lamar,2063975
X - Remix,Nicky Jam,2041264
Emotionless,Drake,2041048
Playinwitme (feat. Kehlani),KYLE,2038347
goosebumps,Travis Scott,2035797
Champion (feat. Travis Scott),NAV,2018344
Freaky Friday (feat. Chris Brown),Lil Dicky,2012704
Call Out My Name,The Weeknd,2011880
Stay,Post Malone,2008803
PICK IT UP (feat. A$AP Rocky),Famous Dex,2007420
Don't Leave Me Alone (feat. Anne-Marie),David Guetta,1991046
Sin Pijama,Becky G,1973465
Elevate,Drake,1961904
Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,1960957
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,1954098
Life Goes On,Lil Baby,1952388
Roll In Peace (feat. XXXTENTACION),Kodak Black,1949432
TATI,6ix9ine,1944657
Nevermind,Dennis Lloyd,1941563
Thunder,Imagine Dragons,1913020
FRIENDS,Marshmello,1899787
Paranoid,Post Malone,1898484
Connection,OneRepublic,1895367
Rich & Sad,Post Malone,1886916
Havana (feat. Young Thug),Camila Cabello,1885382
Leave Me,Rich The Kid,1869812
Young Dumb & Broke,Khalid,1863552
All The Stars (with SZA),Kendrick Lamar,1858243
Stir Fry,Migos,1847213
Better Not (feat. Wafia),Louis The Child,1831673
Location,Khalid,1819845
Hot Summer,DJ Durel,1816891
Bank Account,21 Savage,1808326
2002,Anne-Marie,1807345
NUMB,XXXTENTACION,1807274
Narcos,Migos,1802774
Side Effects (feat. Emily Warren),The Chainsmokers,1798955
Bounce Out With That,YBN Nahmir,1783821
Believer,Imagine Dragons,1768803
Creeping (feat. Rich the Kid),Lil Skies,1762249
Heaven,Kane Brown,1746859
Betrayed,Lil Xan,1727902
HANDGUN (feat. A$AP Rocky),YG,1720490
You Make It Easy,Jason Aldean,1718679
Yikes,Kanye West,1710289
Spoil My Night (feat. Swae Lee),Post Malone,1695552
BUTTERFLY EFFECT,Travis Scott,1694571
Bodak Yellow,Cardi B,1694174
Blue Tint,Drake,1684653
Ned Flanders (feat. A$AP Ferg),MadeinTYO,1665564
idontwannabeyouanymore,Billie Eilish,1660227
Mo Bamba,Sheck Wes,1658092
Plain Jane,A$AP Ferg,1654297
I Like Me Better,Lauv,1648214
1-800-273-8255,Logic,1641384
ocean eyes,Billie Eilish,1637209
Africa,Toto,1637113
Get Along,Kenny Chesney,1636881
CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,1627856
KOD,J. Cole,1619792
Shape of You,Ed Sheeran,1602132
I Know You (feat. Yung Pinch),Lil Skies,1601732
92 Explorer,Post Malone,1599987
Clandestino,Shakira,1595195
Let You Down,NF,1580523
Delicate,Taylor Swift,1576219
Be Careful,Cardi B,1565534
LOVE. FEAT. ZACARI.,Kendrick Lamar,1563573
Beautiful Crazy,Luke Combs,1562345
I Don't Wanna Do This Anymore,XXXTENTACION,1559850
No Limit,G-Eazy,1547047
Esskeetit,Lil Pump,1541619
Sorry Not Sorry,Demi Lovato,1538108
Nephew (feat. Lil Pump),Smokepurpp,1536458
IDGAF,Dua Lipa,1535416
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1527310
Mercy,Brett Young,1522243
Everyday,Logic,1519970
Unforgettable,French Montana,1511108
Silence,Marshmello,1509317
Kung Fu,YBN Cordae,1494564
In My Blood,Shawn Mendes,1489253
No Es Justo,J Balvin,1482202
New Rules,Dua Lipa,1481801
Black & White,Juice WRLD,1480782
Perfect,Ed Sheeran,1478459
Be Alright,Dean Lewis,1467890
MotorSport,Migos,1467542
Closer,The Chainsmokers,1465584
New Freezer (feat. Kendrick Lamar),Rich The Kid,1453005
Body Like A Back Road,Sam Hunt,1452674
Reborn,KIDS SEE GHOSTS,1438987
BILLY,6ix9ine,1433826
Summer Games,Drake,1432239
Carry On,XXXTENTACION,1429941
Revenge,XXXTENTACION,1426381
Nico And The Niners,Twenty One Pilots,1422554
Never Be the Same,Camila Cabello,1416796
Rubbin Off The Paint,YBN Nahmir,1401236
Outside Today,YoungBoy Never Broke Again,1401073
Whatever It Takes,Imagine Dragons,1394026
Redbone,Childish Gambino,1388610
Bartier Cardi (feat. 21 Savage),Cardi B,1388328
Over Now,Post Malone,1382824
No Role Modelz,J. Cole,1381772
One Number Away,Luke Combs,1378108
8 Out Of 10,Drake,1377464
I Get The Bag (feat. Migos),Gucci Mane,1377227
1942,G-Eazy,1374765
Lost It (feat. Quavo & Offset),Rich The Kid,1374272
65th & Ingleside,Chance the Rapper,1373747
"thank u, next",Ariana Grande,22461370
Mo Bamba,Sheck Wes,11193239
SICKO MODE,Travis Scott,9906226
ZEZE (feat. Travis Scott & Offset),Kodak Black,9748682
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9376246
Drip Too Hard (Lil Baby & Gunna),Lil Baby,9000514
Without Me,Halsey,8759325
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,6880628
Lucid Dreams,Juice WRLD,6857720
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,6676190
10 Freaky Girls (with 21 Savage),Metro Boomin,6572352
Happier,Marshmello,6422574
MIA (feat. Drake),Bad Bunny,6247512
when the party's over,Billie Eilish,6223972
Don't Come Out The House (with 21 Savage),Metro Boomin,5885731
Wake Up in the Sky,Gucci Mane,5870891
Better,Khalid,5793484
SAD!,XXXTENTACION,5740278
Moonlight,XXXTENTACION,5331531
Space Cadet (feat. Gunna),Metro Boomin,5280511
Fine China,Future,5196717
Better Now,Post Malone,5161955
Nonstop,Drake,5013292
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,4994229
Leave Me Alone,Flipp Dinero,4980922
Money,Cardi B,4756659
Falling Down - Bonus Track,Lil Peep,4682790
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,4604314
Overdue (with Travis Scott),Metro Boomin,4528743
Shallow,Lady Gaga,4290119
Noticed,Lil Mosey,4284395
"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,4270269
Taste (feat. Offset),Tyga,4242512
Yes Indeed,Lil Baby,4154098
Jocelyn Flores,XXXTENTACION,4106056
I Love It (& Lil Pump),Kanye West,4091276
Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,3953109
Eastside (with Halsey & Khalid),benny blanco,3887809
In My Feelings,Drake,3658804
REEL IT IN,Aminé,3648099
No Stylist,French Montana,3643279
breathin,Ariana Grande,3609729
Fuck Love (feat. Trippie Redd),XXXTENTACION,3597917
New Patek,Lil Uzi Vert,3559424
I Like It,Cardi B,3532000
Last Memory,Takeoff,3509532
All Girls Are The Same,Juice WRLD,3462976
Topanga,Trippie Redd,3396588
Ruin My Life,Zara Larsson,3392946
changes,XXXTENTACION,3372628
Bohemian Rhapsody - Remastered 2011,Queen,3367322
God is a woman,Ariana Grande,3327659
Lean Wit Me,Juice WRLD,3261722
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,3260412
rockstar (feat. 21 Savage),Post Malone,3190091
Psycho (feat. Ty Dolla $ign),Post Malone,3141642
I Fall Apart,Post Malone,3092639
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,3087079
lovely (with Khalid),Billie Eilish,3073779
Casper,Takeoff,3064086
Sweet but Psycho,Ava Max,3001808
SLOW DANCING IN THE DARK,Joji,2998032
Lucky You (feat. Joyner Lucas),Eminem,2990877
Youngblood,5 Seconds of Summer,2980326
Suncity (feat. Empress Of),Khalid,2950806
WORKIN ME,Quavo,2950173
Trip,Ella Mai,2949972
God's Plan,Drake,2944338
High Hopes,Panic! At The Disco,2941403
Woman Like Me (feat. Nicki Minaj),Little Mix,2922889
no tears left to cry,Ariana Grande,2838285
Always Remember Us This Way,Lady Gaga,2775239
Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,2766436
Lesbian (feat. Gunna & Young Thug),Metro Boomin,2668865
Hard Work Pays Off,Future,2661286
Uproar,Lil Wayne,2647928
STOOPID,6ix9ine,2646059
Look Alive (feat. Drake),BlocBoy JB,2638750
Natural,Imagine Dragons,2637805
Everybody Dies In Their Nightmares,XXXTENTACION,2634832
STARGAZING,Travis Scott,2621359
Beautiful (feat. Camila Cabello),Bazzi,2568910
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2560605
Girls Like You (feat. Cardi B),Maroon 5,2555975
Ric Flair Drip (& Metro Boomin),Offset,2532646
10AM/Save The World (feat. Gucci Mane),Metro Boomin,2531045
YOSEMITE,Travis Scott,2520309
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2501084
Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,2495499
Kiss and Make Up,Dua Lipa,2444786
Nice For What,Drake,2427616
Dip (feat. Nicki Minaj),Tyga,2424370
Love Lies (with Normani),Khalid,2410528
XO TOUR Llif3,Lil Uzi Vert,2376379
Wasted (feat. Lil Uzi Vert),Juice WRLD,2362469
I Found You (with Calvin Harris),benny blanco,2340708
"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,2288216
Hope,XXXTENTACION,2269359
Only 1 (Interlude) (with Travis Scott),Metro Boomin,2241541
Consequences - orchestra,Camila Cabello,2228689
Te Boté - Remix,Nio Garcia,2214525
Plug Walk,Rich The Kid,2204551
idontwannabeyouanymore,Billie Eilish,2178252
No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,2169104
Close Friends (Lil Baby & Gunna),Lil Baby,2162730
Congratulations,Post Malone,2160307
Look At Me!,XXXTENTACION,2146215
Be Alright,Dean Lewis,2136681
Waste It On Me (feat. BTS),Steve Aoki,2131194
the remedy for a broken heart (why am I so in love),XXXTENTACION,2125545
Saturday Nights,Khalid,2118485
Killshot,Eminem,2095013
Lust,Lil Skies,2091812
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2076812
She Gon Wink,Takeoff,2048382
I Like Me Better,Lauv,2021726
goosebumps,Travis Scott,2020857
Another One Bites The Dust - Remastered 2011,Queen,2013567
Self Care,Mac Miller,2003287
Speechless,Dan + Shay,2002433
Drew Barrymore,Bryce Vine,1999297
FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,1989968
Taking A Walk,Trippie Redd,1961472
Sin (feat. Jaden Smith),Young Thug,1951782
Young Dumb & Broke,Khalid,1949531
Kamikaze,Lil Mosey,1929676
HUMBLE.,Kendrick Lamar,1926360
Happy Now,Kygo,1924852
Murder On My Mind,YNW Melly,1921935
Nowadays (feat. Landon Cube),Lil Skies,1912040
Roll In Peace (feat. XXXTENTACION),Kodak Black,1893755
Somebody To Love - Remastered 2011,Queen,1883456
OTW,Khalid,1876444
Legends,Juice WRLD,1876366
Mine,Bazzi,1873555
All I Want for Christmas Is You,Mariah Carey,1867808
Candy Paint,Post Malone,1866899
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1848935
ocean eyes,Billie Eilish,1839502
Venom - Music From The Motion Picture,Eminem,1839452
Don't Stop Me Now - Remastered,Queen,1822655
JAPAN,Famous Dex,1821265
YEAH RIGHT,Joji,1811414
The Middle,Zedd,1789385
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1782129
Let You Love Me,Rita Ora,1782064
Shake It Up,Trippie Redd,1777560
There's No Way (feat. Julia Michaels),Lauv,1772791
Black & White,Juice WRLD,1760736
Location,Khalid,1745115
Tequila,Dan + Shay,1743977
Jackie Chan,Tiësto,1718719
Don't Cry (feat. XXXTENTACION),Lil Wayne,1713032
Under Pressure - Remastered,Queen,1691025
I Love,Joyner Lucas,1689499
Thunder,Imagine Dragons,1686027
1999,Charli XCX,1678046
Let You Down,NF,1675115
Believer,Imagine Dragons,1657917
I'm a Mess,Bebe Rexha,1652750
Bounce Out With That,YBN Nahmir,1646194
Red Roses (feat. Landon Cube),Lil Skies,1637299
Walk It Talk It,Migos,1635223
BUTTERFLY EFFECT,Travis Scott,1625831
sweetener,Ariana Grande,1622150
Call Out My Name,The Weeknd,1618785
Best Part (feat. Daniel Caesar),H.E.R.,1618453
TEST DRIVE,Joji,1611059
PICK IT UP (feat. A$AP Rocky),Famous Dex,1609774
POP/STARS,K/DA,1600406
Get Dripped (feat. Playboi Carti),Lil Yachty,1598953
Heaven,Kane Brown,1586464
Boo'd Up,Ella Mai,1586382
Vaina Loca,Ozuna,1580400
Yacht Club (feat. Juice WRLD),Lil Yachty,1572734
Beautiful Crazy,Luke Combs,1572172
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,1568188
Bank Account,21 Savage,1564808
Mob Ties,Drake,1560116
No Brainer,DJ Khaled,1559843
You Say,Lauren Daigle,1553157
bellyache,Billie Eilish,1544743
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1544038
Ball For Me (feat. Nicki Minaj),Post Malone,1543398
I'm Upset,Drake,1539138
Let It Fly (feat. Travis Scott),Lil Wayne,1520615
Silence,Marshmello,1518167
Havana (feat. Young Thug),Camila Cabello,1513899
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,1511328
We Will Rock You - Remastered,Queen,1500969
1-800-273-8255,Logic,1500683
you should see me in a crown,Billie Eilish,1498710
Life Goes On,Lil Baby,1498414
The Ringer,Eminem,1498203
Shoota (feat. Lil Uzi Vert),Playboi Carti,1482167
Say Na (feat. J. Cole),Moneybagg Yo,1481687
Walk,Comethazine,1481315
BEBE,6ix9ine,1475283
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,1475154
Say You Won't Let Go,James Arthur,1467599
ZEZE (feat. Travis Scott & Offset),Kodak Black,16742039
MIA (feat. Drake),Bad Bunny,12325911
Drip Too Hard (Lil Baby & Gunna),Lil Baby,10370551
Mo Bamba,Sheck Wes,9558873
SICKO MODE,Travis Scott,8946445
Without Me,Halsey,8059176
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,7894134
Lucid Dreams,Juice WRLD,7651838
Happier,Marshmello,7406367
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,7168138
Shallow,Lady Gaga,6847180
Falling Down - Bonus Track,Lil Peep,6732241
Moonlight,XXXTENTACION,6554874
PASS OUT (feat. 21 Savage),Quavo,6365102
I Love It (& Lil Pump),Kanye West,6302058
SAD!,XXXTENTACION,6269116
Nonstop,Drake,5934770
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,5861376
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,5853692
Better,Khalid,5731473
No Stylist,French Montana,5625835
STOOPID,6ix9ine,5620111
Better Now,Post Malone,5387979
Wake Up in the Sky,Gucci Mane,5229420
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,5126602
Eastside (with Halsey & Khalid),benny blanco,4919442
Yes Indeed,Lil Baby,4831130
In My Feelings,Drake,4727993
Noticed,Lil Mosey,4710929
Taste (feat. Offset),Tyga,4560723
New Patek,Lil Uzi Vert,4512170
Jocelyn Flores,XXXTENTACION,4341632
WORKIN ME,Quavo,4125622
Leave Me Alone,Flipp Dinero,4101023
I Like It,Cardi B,4089157
Lucky You (feat. Joyner Lucas),Eminem,4053123
FLIP THE SWITCH (feat. Drake),Quavo,3977385
Uproar,Lil Wayne,3934816
Trip,Ella Mai,3898132
Fuck Love (feat. Trippie Redd),XXXTENTACION,3818375
Don't Cry (feat. XXXTENTACION),Lil Wayne,3804769
All Girls Are The Same,Juice WRLD,3706610
Lean Wit Me,Juice WRLD,3662811
changes,XXXTENTACION,3618479
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,3553564
Psycho (feat. Ty Dolla $ign),Post Malone,3553357
Youngblood,5 Seconds of Summer,3460988
rockstar (feat. 21 Savage),Post Malone,3425965
REEL IT IN,Aminé,3407431
God's Plan,Drake,3329209
Natural,Imagine Dragons,3219326
Always Remember Us This Way,Lady Gaga,3206117
Girls Like You (feat. Cardi B),Maroon 5,3152796
STARGAZING,Travis Scott,3143640
I Fall Apart,Post Malone,3106517
Beautiful (feat. Camila Cabello),Bazzi,3049778
LOSE IT (feat. Lil Baby),Quavo,3031573
Close Friends (Lil Baby & Gunna),Lil Baby,3009755
Killshot,Eminem,3002861
SLOW DANCING IN THE DARK,Joji,2974553
Let It Fly (feat. Travis Scott),Lil Wayne,2971468
Wasted (feat. Lil Uzi Vert),Juice WRLD,2950397
Venom - Music From The Motion Picture,Eminem,2933261
Sin (feat. Jaden Smith),Young Thug,2903500
Look Alive (feat. Drake),BlocBoy JB,2871624
Nice For What,Drake,2821857
Everybody Dies In Their Nightmares,XXXTENTACION,2763085
YOSEMITE,Travis Scott,2728734
God is a woman,Ariana Grande,2722389
breathin,Ariana Grande,2710738
BIGGEST ALLEY OOP,Quavo,2691028
lovely (with Khalid),Billie Eilish,2682890
Promises (with Sam Smith),Calvin Harris,2666215
High Hopes,Panic! At The Disco,2627205
RERUN (feat. Travis Scott),Quavo,2596771
Love Lies (with Normani),Khalid,2593607
Sweet but Psycho,Ava Max,2552454
Let You Love Me,Rita Ora,2509297
Electricity (with Dua Lipa),Silk City,2500161
XO TOUR Llif3,Lil Uzi Vert,2485549
Be Alright,Dean Lewis,2482793
no tears left to cry,Ariana Grande,2464607
Ric Flair Drip (& Metro Boomin),Offset,2451010
Fine China,Future,2434659
Drew Barrymore,Bryce Vine,2414407
Te Boté - Remix,Nio Garcia,2392473
Dedicate,Lil Wayne,2379766
Hope,XXXTENTACION,2377140
Look At Me!,XXXTENTACION,2319515
Self Care,Mac Miller,2308508
I Like Me Better,Lauv,2275314
Plug Walk,Rich The Kid,2259953
No Brainer,DJ Khaled,2256731
There's No Way (feat. Julia Michaels),Lauv,2254001
Woman Like Me (feat. Nicki Minaj),Little Mix,2250045
