track_name,artist_name,released_on,streams,bb_hot_100_peak,sp_top_200_peak,genres,artist_popularity,artist_followers,month_released
Don't Wanna Know,Maroon 5,2018-06-15,42635259,6,14,pop,89,17943294,6
Done For Me (feat. Kehlani),Charlie Puth,2018-05-11,1646396,53,155,dance pop pop post-teen pop viral pop,83,6611751,5
Dope New Gospel (feat. Nivea),Lil Wayne,2018-09-28,3658551,90,59,hip hop new orleans rap pop pop rap rap trap music,91,7813747,9
Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,2018-02-16,3443994,65,148,conscious hip hop hip hop pop rap rap southern hip hop trap music,84,871930,2
Down,Alec Benjamin,2018-11-16,53711084,21,50,pop,82,520464,11
Downtown,Anitta,2017-11-19,3194972,21,127,baile pop funk carioca funk das antigas,87,7453421,11
Downtown's Dead,Sam Hunt,2018-05-16,2994804,21,172,contemporary country country pop,74,1588914,5
Downtown's Dead,Sam Hunt,2018-05-16,2994804,94,172,contemporary country country pop,74,1588914,5
Draco,Future,2017-06-30,15068621,46,30,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,6
Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,2018-11-06,7593384,72,37,hip hop pop pop rap rap southern hip hop trap music,85,1259993,11
Drew Barrymore,Bryce Vine,2017-12-01,39049204,46,49,indie pop rap pop pop rap,72,155292,12
Drinkin' Too Much,Sam Hunt,2017-01-27,1223901,89,139,contemporary country country pop,74,1588914,1
Drip (feat. Migos),Cardi B,2018-04-06,27326485,21,17,pop rap,92,7971805,4
Drip Too Hard,Lil Baby,2018-10-05,17994613,4,16,atl hip hop atl trap rap trap music,88,2073903,10
Drip Too Hard,Lil Baby,2018-10-05,17994613,21,16,atl hip hop atl trap rap trap music,88,2073903,10
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2018-10-05,233405537,4,1,atl hip hop atl trap rap trap music,88,2073903,10
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2018-10-05,233405537,21,1,atl hip hop atl trap rap trap music,88,2073903,10
Drip on Me,Future,2017-10-20,1530445,21,142,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,10
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2017-09-29,191878501,38,21,rap trap music,89,2873722,9
Drug Addicts,Lil Pump,2018-07-06,6793242,83,72,emo rap miami hip hop trap music,84,5536650,7
Drunk Me,Mitchell Tenpenny,2018-12-14,1462815,39,191,contemporary country country pop heartland rock,70,58679,12
Dubai Shit,Huncho Jack,2017-12-21,13559275,83,26,hip hop pop pop rap rap southern hip hop trap music underground hip hop,70,419964,12
Dura,Daddy Yankee,2018-01-18,24543772,43,73,latin latin hip hop pop reggaeton tropical,93,11012725,1
Dusk Till Dawn - Radio Edit,ZAYN,2017-09-07,63210543,44,15,dance pop electropop pop post-teen pop,83,7755413,9
Earth,Lil Dicky,2019-04-18,11348106,17,25,pop rap rap,80,1206685,4
Eastside (with Halsey & Khalid),benny blanco,2018-07-12,199059326,9,10,dance pop electropop pop tropical house,84,236513,7
Either Way,Chris Stapleton,2017-05-05,1398695,89,164,contemporary country,78,1470099,5
Electricity (with Dua Lipa),Silk City,2018-09-06,23983842,62,27,edm house tropical house,72,30493,9
Elevate,Drake,2018-06-29,31415826,14,7,canadian hip hop canadian pop hip hop pop rap rap,97,36572140,6
Elevate & Motivate,Trippie Redd,2018-11-09,2125491,14,112,rap trap music,86,2947102,11
Ella Quiere Beber - Remix,Anuel Aa,2018-11-02,3053513,61,197,reggaeton flow trap latino,94,5964102,11
Emoji A Chain,Migos,2018-01-26,3466936,87,48,atl hip hop pop pop rap rap southern hip hop trap music,87,8747514,1
Emotionless,Drake,2018-06-29,34513383,8,3,canadian hip hop canadian pop hip hop pop rap rap,97,36572140,6
Empty,Juice WRLD,2019-03-08,23370002,41,13,chicago rap,93,4166458,3
End Game,Taylor Swift,2017-11-10,35163543,18,29,dance pop pop post-teen pop,92,19739485,11
Envy Me,Calboy,2018-12-13,64645513,31,22,chicago rap,75,58956,12
Eraser,Ed Sheeran,2017-03-03,8031342,90,29,pop uk pop,93,43876318,3
Esskeetit,Lil Pump,2018-04-13,43216102,24,32,emo rap miami hip hop trap music,84,5536650,4
Everybody,XXXTENTACION,2017-08-25,57070498,59,26,emo rap miami hip hop,94,12748608,8
Everybody Dies,XXXTENTACION,2017-08-25,4663432,59,94,emo rap miami hip hop,94,12748608,8
Everybody Dies In Their Nightmares,XXXTENTACION,2017-08-25,208673302,42,15,emo rap miami hip hop,94,12748608,8
Everybody Dies In Their Nightmares,XXXTENTACION,2017-08-25,208673302,59,15,emo rap miami hip hop,94,12748608,8
Everybody Hates Me,The Chainsmokers,2018-12-14,10396971,59,59,dance pop edm electropop pop tropical house,89,12074111,12
Everybody Hates Me,The Chainsmokers,2018-12-14,10396971,100,59,dance pop edm electropop pop tropical house,89,12074111,12
Everyday,Logic,2018-03-09,93835895,29,6,conscious hip hop dmv rap hip hop pop rap rap,90,3630302,3
Everyday We Lit,YFN Lucci,2017-03-03,1501164,29,138,atl hip hop atl trap pop rap rap southern hip hop trap music,69,1109875,3
Everyday We Lit,YFN Lucci,2017-03-03,1501164,33,138,atl hip hop atl trap pop rap rap southern hip hop trap music,69,1109875,3
Everyday We Lit (feat. PnB Rock),YFN Lucci,2017-03-03,47168667,29,101,atl hip hop atl trap pop rap rap southern hip hop trap music,69,1109875,3
Everyday We Lit (feat. PnB Rock),YFN Lucci,2017-03-03,47168667,33,101,atl hip hop atl trap pop rap rap southern hip hop trap music,69,1109875,3
"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa) - Remix",YFN Lucci,2017-05-11,1170873,29,198,atl hip hop atl trap pop rap rap southern hip hop trap music,69,1109875,5
"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa) - Remix",YFN Lucci,2017-05-11,1170873,33,198,atl hip hop atl trap pop rap rap southern hip hop trap music,69,1109875,5
Extra Luv,Future,2017-06-30,3186247,99,88,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,6
Eye 2 Eye,Huncho Jack,2017-12-21,6599593,65,37,hip hop pop pop rap rap southern hip hop trap music underground hip hop,70,419964,12
Eyes On You,Chase Rice,2017-11-17,5869759,38,194,contemporary country country country pop country road modern country rock redneck,70,568393,11
F&N,Future,2019-01-18,2145173,83,117,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,1
FEFE (feat. Nicki Minaj & Murda Beatz),Karaoke Guru,2018-08-14,162724547,3,2,karaoke,11,171,8
"FEFE (feat. Nicki Minaj, Murda Beatz)",6ix9ine,2018-11-27,46628150,3,37,emo rap,87,3900895,11
Fake Love,BTS,2018-05-18,201435647,8,1,k-pop,94,10794035,5
Faking It (feat. Kehlani & Lil Yachty),Calvin Harris,2017-06-30,1775216,94,90,edm electro house house pop progressive house uk dance,90,16541954,6
Fall,Billie Eilish,2019-03-29,24912630,12,9,electropop pop,100,7490963,3
Fall Threw (feat. Young Thug & Gunna),Rich The Kid,2019-03-22,4245151,12,74,atl hip hop pop pop rap rap southern hip hop trap music,86,1590617,3
Fallin' All In You,Shawn Mendes,2018-05-25,1855661,12,141,canadian pop dance pop pop post-teen pop viral pop,91,16547870,5
Falling Down - Bonus Track,Lil Peep,2018-11-09,115116472,12,1,emo rap lgbtq+ hip hop,85,2173969,11
Falling Down - Bonus Track,Lil Peep,2018-11-09,115116472,13,1,emo rap lgbtq+ hip hop,85,2173969,11
Falls (feat. Sasha Sloan),ODESZA,2017-09-08,1250287,12,183,chillwave ninja tropical house,75,925389,9
Famous,Blueface,2018-12-18,21226614,36,42,cali rap trap music,82,535486,12
Famous (feat. Reginae Carter),Lil Wayne,2018-09-28,11250831,36,17,hip hop new orleans rap pop pop rap rap trap music,91,7813747,9
Fast,Juice WRLD,2019-03-08,30955431,47,8,chicago rap,93,4166458,3
Faucet Failure,Ski Mask The Slump God,2018-11-30,66777504,87,27,miami hip hop rap trap music underground hip hop,84,2116383,11
Feed Me Dope,Future,2017-10-20,5296039,68,45,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,10
Feel It Still,Portugal. The Man,2017-06-16,124377054,4,17,indie pop indie rock modern rock,75,901544,6
Feel The Love,KIDS SEE GHOSTS,2018-06-08,8988388,47,12,hip hop pop rap rap,71,248415,6
Feels,Childish Gambino,2018-07-11,6331569,20,19,atl hip hop hip hop pop rap rap,82,4924653,7
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,2017-06-30,73567507,20,11,edm electro house house pop progressive house uk dance,90,16541954,6
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,2017-10-12,13524858,20,85,dance pop edm electropop pop pop edm post-teen pop tropical house,81,1140474,10
Feels Like Summer,Childish Gambino,2018-07-11,11370649,20,63,atl hip hop hip hop pop rap rap,82,4924653,7
Feels Like Summer,Childish Gambino,2018-07-11,11370649,54,63,atl hip hop hip hop pop rap rap,82,4924653,7
Feliz Navidad,José Feliciano,2002-09-24,24651992,29,42,latin pop,61,135643,9
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-13,38671696,27,15,dance pop pop post-teen pop,89,14930815,7
Filthy,Justin Timberlake,2018-01-05,17189772,9,14,dance pop pop,82,7915588,1
Final Fantasy,Drake,2018-06-29,10508161,56,33,canadian hip hop canadian pop hip hop pop rap rap,97,36572140,6
Fine China,Future,2018-10-19,94239662,26,6,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,10
Finesse,Bruno Mars,2017-12-20,16080698,3,23,dance pop pop post-teen pop,90,20949772,12
Finesse - Remix; feat. Cardi B,Bruno Mars,2017-12-20,98508838,3,2,dance pop pop post-teen pop,90,20949772,12
Fire,Offset,2019-02-22,7469542,67,21,atl hip hop pop pop rap rap trap music,90,1099110,2
"Fire On Fire - From ""Watership Down""",Sam Smith,2018-12-21,4686087,67,161,pop post-teen pop,90,8454475,12
Fire Starter,Trippie Redd,2018-11-09,2272365,67,101,rap trap music,86,2947102,11
First Day Out,Tee Grizzley,2017-04-07,75525288,48,79,detroit hip hop detroit trap hip hop pop rap rap southern hip hop trap music,77,1247071,4
First Off (feat. Travis Scott),Future,2019-01-18,24501511,47,17,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,1
First Time,Darius Rucker,2017-10-20,29639560,67,40,contemporary country country country road modern country rock pop rock,71,1211759,10
Flatliner (feat. Dierks Bentley),Cole Swindell,2016-05-06,2172625,56,195,contemporary country country country road modern country rock,71,1074328,5
Flaws And Sins,Juice WRLD,2019-03-08,9318067,91,51,chicago rap,93,4166459,3
Floating (feat. 21 Savage),ScHoolboy Q,2019-04-26,2973112,67,50,hip hop pop pop rap rap southern hip hop trap music,86,2475927,4
Foot Fungus,Ski Mask The Slump God,2018-11-30,18678488,81,34,miami hip hop rap trap music underground hip hop,84,2116383,11
For Real,Lil Uzi Vert,2017-08-25,6084693,82,56,philly rap rap trap music,90,6283571,8
Fr Fr (feat. Lil Skies),Wiz Khalifa,2018-07-13,23060185,73,48,hip hop pittsburgh rap pop pop rap rap southern hip hop trap music,88,8130441,7
Freaky Friday (feat. Chris Brown),Lil Dicky,2018-03-15,102566799,8,6,pop rap rap,80,1206685,3
Free Smoke,Drake,2017-03-18,39725206,18,4,canadian hip hop canadian pop hip hop pop rap rap,97,36572143,3
Friends (with BloodPop®),Justin Bieber,2017-08-17,45370354,11,4,canadian pop dance pop pop post-teen pop,90,27642317,8
Galway Girl,Ed Sheeran,2017-03-03,58127853,53,7,pop uk pop,93,43876319,3
Gang Gang,ScHoolboy Q,2019-04-26,11701229,73,34,hip hop pop pop rap rap southern hip hop trap music,86,2475927,4
Get Along,Kenny Chesney,2018-07-27,3169899,22,147,contemporary country country country road,76,2442933,7
Get Dripped (feat. Playboi Carti),Lil Yachty,2018-10-19,7379569,98,46,atl hip hop pop rap rap southern hip hop trap music,85,4948341,10
Get It Together,Drake,2017-03-18,24756105,45,13,canadian hip hop canadian pop hip hop pop rap rap,97,36572143,3
Get Low (with Liam Payne),Zedd,2017-07-06,14484816,91,51,complextro dance pop edm german techno pop post-teen pop tropical house,85,4255585,7
Get Right Witcha,Migos,2017-01-27,49675062,72,33,atl hip hop pop pop rap rap southern hip hop trap music,87,8747515,1
Get Up 10,Cardi B,2018-04-06,9714913,38,25,pop rap,92,7971805,4
Get You (feat. Kali Uchis),Daniel Caesar,2017-08-25,13790249,93,173,canadian contemporary r&b pop r&b,80,1273382,8
Get You The Moon (feat. Snøw),Kina,2018-10-08,1655156,93,162,emo rap lo-fi beats pop,75,85813,10
Ghost Town,Kanye West,2018-06-01,28420084,16,2,chicago rap pop rap rap,91,9674774,6
Ghostface Killers,21 Savage,2017-10-30,52986227,35,23,atl hip hop rap trap music,90,6057543,10
Girls Like You (feat. Cardi B),Maroon 5,2018-05-30,180387526,1,8,pop,89,17943298,5
Girls Need Love (with Drake) - Remix,Summer Walker,2018-10-19,12001122,37,54,alternative r&b deep pop r&b indie r&b pop r&b,74,316218,10
Global,Lil Baby,2018-11-30,2250304,91,138,atl hip hop atl trap rap trap music,88,2073903,11
Glorious (feat. Skylar Grey),Macklemore,2017-09-22,66898741,49,20,pop rap,82,1304633,9
Glow Like Dat,Rich Brian,2017-08-15,1342690,54,192,indonesian hip hop underground hip hop,74,1029621,8
Gnarly (feat. Lil Pump),Kodak Black,2018-12-14,2163203,88,131,miami hip hop rap trap music,88,4655965,12
Go Flex,Post Malone,2016-12-09,151385920,76,24,pop rap,96,13676393,12
Go Legend (& Metro Boomin),Big Sean,2017-12-08,17407893,67,22,detroit hip hop hip hop pop pop rap r&b rap southern hip hop trap music,84,6064850,12
Go Loko,YG,2019-05-03,2815140,71,56,cali rap hip hop pop pop rap rap southern hip hop trap music,85,1655103,5
God's Plan,Drake,2018-06-29,505448106,1,1,canadian hip hop canadian pop hip hop pop rap rap,97,36572143,6
"God, Your Mama, And Me",Florida Georgia Line,2016-08-26,9326746,46,120,contemporary country country country pop country road modern country rock,84,2797468,8
Going Bad (feat. Drake),Meek Mill,2018-11-30,189732113,6,2,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,11
Good Drank,2 Chainz,2017-06-16,24398571,70,61,atl hip hop hip hop pop pop rap rap southern hip hop trap music,86,4485183,6
Good Form,Nicki Minaj,2018-11-29,1691942,60,158,dance pop hip pop pop pop rap post-teen pop r&b,91,15163003,11
Good Guy (feat. Jessie Reyez),Eminem,2018-08-31,9711562,67,26,detroit hip hop g funk hip hop rap,94,26562322,8
Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-16,25121653,59,53,hip hop indie pop rap pop pop rap rap,86,3867502,3
Good Old Days (feat. Kesha),Macklemore,2017-09-22,23713213,48,70,pop rap,82,1304633,9
Gorgeous,mansionz,2017-03-24,19189018,13,6,pop pop rap,65,166885,3
Greatest,LANCO,2018-01-19,21238062,23,5,contemporary country country pop,67,206301,1
Greatest Love Story,LANCO,2018-01-19,22269120,23,119,contemporary country country pop,67,206301,1
Greatest Love Story,LANCO,2018-01-19,22269120,45,119,contemporary country country pop,67,206301,1
Green Light,Lorde,2017-06-16,35963211,19,20,art pop dance pop electropop metropopolis nz pop pop,79,4338176,6
Growing Pains,Alessia Cara,2018-11-30,3843068,65,88,canadian contemporary r&b dance pop electropop pop post-teen pop r&b,84,5237433,11
Guatemala - From Swaecation,Rae Sremmurd,2018-05-04,19684443,84,81,hip hop pop pop rap rap southern hip hop trap music,80,4826361,5
Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie,2018-09-18,3031342,79,171,pop trap queen,73,1386770,9
Gucci Gang,Lil Pump,2017-10-06,152827841,3,2,emo rap miami hip hop trap music,84,5536650,10
Gyalchester,Drake,2017-03-18,86983330,29,6,canadian hip hop canadian pop hip hop pop rap rap,97,36572143,3
Halfway Off The Balcony,Big Sean,2017-02-03,9625603,74,25,detroit hip hop hip hop pop pop rap r&b rap southern hip hop trap music,84,6064850,2
Hallelujah,LANCO,2018-01-19,19876659,84,71,contemporary country country pop,67,206301,1
Happier,Marshmello,2018-08-17,231767483,2,8,brostep egyptian pop progressive electro house,92,11832604,8
Happy Now,Kygo,2018-10-26,46739131,90,34,edm pop tropical house,88,4821169,10
Happy Xmas (War Is Over) - Remastered,John Lennon,2010-10-04,23181288,42,38,album rock art rock classic rock folk rock mellow gold psychedelic rock rock soft rock,72,2462294,10
Hard Times,Paramore,2017-05-12,5303040,90,81,candy pop emo pixie pop emo pop punk,79,4221167,5
Havana,Camila Cabello,2018-01-12,119914341,1,4,dance pop pop post-teen pop r&b,85,9544142,1
Havana (feat. Young Thug),Camila Cabello,2018-01-12,122280908,1,2,dance pop pop post-teen pop r&b,85,9544142,1
Havana - Remix,Camila Cabello,2017-11-12,15435458,1,50,dance pop pop post-teen pop r&b,85,9544142,11
Head Above Water,Avril Lavigne,2019-02-15,3261135,64,155,canadian pop candy pop dance pop pop post-teen pop,79,4294680,2
Hear Me Calling,Juice WRLD,2019-03-08,30796670,38,16,chicago rap,93,4166461,3
Heartache On The Dance Floor,Jon Pardi,2016-05-13,36913238,47,117,contemporary country country country road modern country rock,74,727491,5
Hearts Don't Break Around Here,Ed Sheeran,2017-03-03,9805675,93,28,pop uk pop,93,43876323,3
Heathens,Twenty One Pilots,2016-06-16,54644800,13,26,pop punk rock,88,12813387,6
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,2017-06-30,10638780,96,72,edm electro house house pop progressive house uk dance,90,16541955,6
Heaven,Kane Brown,2017-10-06,119173380,15,45,contemporary country country road,79,1481548,10
Heavy (feat. Kiiara),Linkin Park,2017-05-19,8360582,45,51,alternative metal nu metal post-grunge rap metal,87,12295764,5
Here With Me,Marshmello,2019-03-08,35808418,31,16,brostep egyptian pop progressive electro house,92,11832604,3
"Hey Look Ma, I Made It",Panic! At The Disco,2018-06-22,8584767,59,67,emo modern rock pop punk,88,6824776,6
High End,Chris Brown,2017-10-13,1396312,82,163,dance pop pop pop rap r&b rap,90,8587187,10
